,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,playerID,yearID,G,AB,R,H,2B,3B,HR,RBI,BB,SO,IBB,AVG,OBP,SLG,OPS,label,POS
658,658,658,665,cabreor01,2007,155,638,101,192,35,1,8,86.0,44,64.0,0.0,0.301,0.341,0.397,0.738,0,SS
659,659,659,666,camermi01,2007,151,571,88,138,33,6,21,78.0,67,160.0,1.0,0.242,0.32,0.431,0.7509999999999999,0,OF
660,660,660,667,canoro01,2007,160,617,93,189,41,7,19,97.0,39,85.0,5.0,0.306,0.345,0.488,0.833,0,2B
661,661,661,668,carroja01,2007,108,227,45,51,9,1,2,22.0,28,34.0,1.0,0.225,0.306,0.3,0.606,0,2B
662,662,662,669,caseyse01,2007,143,453,40,134,30,1,4,54.0,39,42.0,11.0,0.29600000000000004,0.35,0.39299999999999996,0.743,0,1B
663,663,663,670,castijo02,2007,87,221,18,54,18,1,0,24.0,6,48.0,2.0,0.244,0.263,0.335,0.598,0,2B
664,664,664,671,castilu01,2007,85,349,54,106,11,3,0,18.0,29,28.0,0.0,0.304,0.35600000000000004,0.35200000000000004,0.708,0,2B
665,665,665,672,catalfr01,2007,103,331,52,86,20,4,11,44.0,28,37.0,0.0,0.26,0.317,0.444,0.7609999999999999,0,1B
666,666,666,673,chaveer01,2007,90,341,43,82,21,2,15,46.0,34,76.0,2.0,0.24,0.306,0.446,0.752,0,3B
667,667,667,674,churcry01,2007,144,470,57,128,43,1,15,70.0,49,107.0,4.0,0.272,0.33899999999999997,0.46399999999999997,0.8029999999999999,0,OF
668,668,668,675,clarkto02,2007,113,221,31,55,5,1,17,51.0,21,59.0,3.0,0.249,0.31,0.511,0.821,0,1B
669,669,669,676,coninje01,2007,80,215,23,57,11,1,6,32.0,20,28.0,0.0,0.265,0.32,0.409,0.7290000000000001,0,1B
670,670,670,677,coraal01,2007,83,207,30,51,10,5,3,18.0,7,23.0,2.0,0.24600000000000002,0.26899999999999996,0.386,0.655,0,1B
671,671,671,678,counscr01,2007,122,282,31,62,12,2,3,24.0,41,47.0,4.0,0.22,0.317,0.309,0.626,0,2B
672,672,672,679,crawfca02,2007,143,584,93,184,37,9,11,80.0,32,112.0,5.0,0.315,0.35,0.466,0.816,0,OF
673,673,673,680,crispco01,2007,145,526,85,141,28,7,6,60.0,50,84.0,1.0,0.268,0.32899999999999996,0.382,0.711,0,OF
674,674,674,681,crosbbo01,2007,93,349,40,79,16,0,8,31.0,23,62.0,1.0,0.226,0.27399999999999997,0.341,0.615,0,SS
675,675,675,682,cruzjo02,2007,91,256,37,60,12,3,6,21.0,31,65.0,1.0,0.23399999999999999,0.316,0.375,0.691,0,OF
676,676,676,683,cruzne02,2007,96,307,35,72,15,2,9,34.0,21,87.0,1.0,0.235,0.28300000000000003,0.384,0.667,0,OF
677,677,677,684,cuddymi01,2007,144,547,87,151,28,5,16,81.0,64,107.0,1.0,0.276,0.349,0.433,0.782,0,1B
678,678,678,685,custja01,2007,124,395,61,101,18,1,26,82.0,105,164.0,2.0,0.256,0.40700000000000003,0.504,0.9109999999999999,0,OF
679,679,679,686,damonjo01,2007,141,533,93,144,27,2,12,63.0,66,79.0,1.0,0.27,0.349,0.396,0.745,0,1B
680,680,680,687,dejesda01,2007,157,605,101,157,29,9,7,58.0,64,83.0,7.0,0.26,0.32799999999999996,0.3720000000000001,0.7,0,OF
681,681,681,688,delgaca01,2007,139,538,71,139,30,0,24,87.0,52,118.0,8.0,0.258,0.32,0.44799999999999995,0.768,0,1B
682,682,682,689,derosma01,2007,149,502,64,147,28,3,10,72.0,58,93.0,2.0,0.293,0.363,0.42,0.7829999999999999,0,1B
683,683,683,690,diazma02,2007,135,358,44,121,21,0,12,45.0,16,63.0,3.0,0.33799999999999997,0.361,0.4970000000000001,0.858,0,1B
684,684,684,691,dobbsgr01,2007,142,324,45,88,20,4,10,55.0,29,67.0,4.0,0.272,0.32799999999999996,0.451,0.779,0,1B
685,685,685,692,doumiry01,2007,83,252,33,69,19,2,9,32.0,22,59.0,2.0,0.27399999999999997,0.331,0.47200000000000003,0.8029999999999999,0,1B
686,686,686,694,drewjd01,2007,140,466,84,126,30,4,11,64.0,79,100.0,10.0,0.27,0.3720000000000001,0.423,0.795,0,OF
687,687,687,695,drewst01,2007,150,543,60,129,28,4,12,60.0,60,100.0,5.0,0.23800000000000002,0.309,0.37,0.679,0,SS
688,688,688,696,duncach01,2007,127,375,51,97,20,0,21,70.0,55,123.0,3.0,0.259,0.353,0.48,0.833,0,1B
689,689,689,697,dunnad01,2007,152,522,101,138,27,2,40,106.0,101,165.0,8.0,0.264,0.381,0.5539999999999999,0.935,0,OF
690,690,690,698,durhara01,2007,138,464,56,101,21,2,11,71.0,53,75.0,6.0,0.218,0.293,0.34299999999999997,0.636,0,2B
691,691,691,699,dyeje01,2007,138,508,68,129,34,0,28,78.0,45,107.0,2.0,0.254,0.312,0.486,0.7979999999999999,0,OF
692,692,692,700,eckstda01,2007,117,434,58,134,23,0,3,31.0,24,22.0,0.0,0.309,0.34,0.382,0.722,0,SS
693,693,693,701,edmonji01,2007,117,365,39,92,15,2,12,53.0,41,75.0,2.0,0.252,0.325,0.40299999999999997,0.728,0,1B
694,694,694,702,ellisma01,2007,150,583,84,161,33,3,19,76.0,44,94.0,1.0,0.276,0.325,0.441,0.7659999999999999,0,2B
695,695,695,703,encared01,2007,139,502,66,145,25,1,16,76.0,39,86.0,4.0,0.289,0.33899999999999997,0.43799999999999994,0.777,0,3B
696,696,696,704,ensbemo01,2007,85,224,36,52,10,0,8,31.0,31,48.0,0.0,0.23199999999999998,0.32299999999999995,0.384,0.7070000000000001,0,3B
697,697,697,705,erstada01,2007,87,310,33,77,13,1,4,32.0,28,44.0,0.0,0.248,0.31,0.335,0.645,0,1B
698,698,698,706,escobyu01,2007,94,319,54,104,25,0,5,28.0,27,44.0,1.0,0.326,0.376,0.451,0.8270000000000001,0,2B
699,699,699,707,estrajo01,2007,120,442,40,123,25,0,10,54.0,12,43.0,3.0,0.278,0.293,0.40299999999999997,0.696,0,C
700,700,700,708,ethiean01,2007,153,447,50,127,32,2,13,64.0,46,68.0,12.0,0.284,0.345,0.452,0.797,0,OF
701,701,701,709,felizpe01,2007,150,557,61,141,28,2,20,72.0,29,70.0,2.0,0.253,0.289,0.418,0.7070000000000001,0,1B
702,702,702,710,fickro01,2007,118,197,24,46,6,1,2,16.0,19,42.0,1.0,0.23399999999999999,0.3,0.305,0.605,0,1B
703,703,703,711,fieldjo02,2007,100,373,54,91,17,1,23,67.0,35,125.0,0.0,0.244,0.307,0.48,0.787,0,3B
704,704,704,712,fieldpr01,2007,158,573,109,165,35,2,50,119.0,90,121.0,21.0,0.28800000000000003,0.382,0.618,1.0,1,1B
705,705,705,713,figgich01,2007,115,442,81,146,24,6,3,58.0,51,81.0,0.0,0.33,0.39299999999999996,0.4320000000000001,0.825,0,2B
706,706,706,714,floydcl01,2007,108,282,40,80,10,1,9,45.0,35,47.0,5.0,0.284,0.363,0.42200000000000004,0.785,0,OF
707,707,707,715,fontemi01,2007,86,234,32,65,12,4,3,29.0,22,43.0,0.0,0.278,0.336,0.402,0.738,0,2B
708,708,708,716,francje02,2007,162,642,84,188,40,0,19,105.0,42,129.0,5.0,0.293,0.33299999999999996,0.444,0.777,0,OF
709,709,709,717,frandke01,2007,109,264,26,71,12,1,5,31.0,21,24.0,3.0,0.26899999999999996,0.319,0.379,0.698,0,2B
710,710,710,718,furcara01,2007,138,581,87,157,23,4,6,47.0,55,68.0,3.0,0.27,0.332,0.355,0.687,0,SS
711,711,711,719,garcino01,2007,121,431,39,122,17,0,7,59.0,31,41.0,5.0,0.28300000000000003,0.32799999999999996,0.371,0.6990000000000001,0,1B
712,712,712,720,garkory01,2007,138,484,62,140,29,1,21,61.0,34,94.0,1.0,0.289,0.33399999999999996,0.483,0.8170000000000001,0,1B
713,713,713,721,germaes01,2007,121,348,49,92,15,6,4,37.0,43,60.0,0.0,0.264,0.34299999999999997,0.376,0.7190000000000001,0,2B
714,714,714,722,giambja01,2007,83,254,31,60,8,0,14,39.0,40,66.0,2.0,0.23600000000000002,0.33899999999999997,0.433,0.772,0,1B
715,715,715,723,gibboja01,2007,84,270,28,62,14,0,6,28.0,15,52.0,1.0,0.23,0.267,0.348,0.615,0,OF
716,716,716,724,gilesbr02,2007,121,483,72,131,27,2,13,51.0,64,61.0,5.0,0.271,0.35600000000000004,0.41600000000000004,0.772,0,OF
717,717,717,725,gilesma01,2007,116,420,52,96,19,3,4,39.0,44,82.0,0.0,0.22899999999999998,0.3,0.317,0.617,0,2B
718,718,718,726,glaustr01,2007,115,385,60,101,19,1,20,62.0,61,102.0,2.0,0.262,0.359,0.473,0.8320000000000001,0,3B
719,719,719,727,gloadro01,2007,102,320,37,92,22,3,7,51.0,16,39.0,2.0,0.287,0.314,0.441,0.755,0,1B
720,720,720,728,gomesjo01,2007,107,348,48,85,20,2,17,49.0,35,126.0,1.0,0.244,0.31,0.46,0.77,0,OF
721,721,721,729,gonzaad01,2007,161,646,101,182,46,3,30,100.0,65,140.0,9.0,0.282,0.344,0.502,0.846,0,1B
722,722,722,730,gonzaal02,2007,110,393,55,107,27,1,16,55.0,24,75.0,1.0,0.272,0.312,0.46799999999999997,0.78,0,SS
723,723,723,731,gonzalu01,2007,139,464,70,129,23,2,15,68.0,56,56.0,4.0,0.278,0.354,0.433,0.787,0,OF
724,724,724,732,gordoal01,2007,151,543,60,134,36,4,15,60.0,41,137.0,4.0,0.247,0.299,0.41100000000000003,0.71,0,1B
725,725,725,733,gotayru01,2007,98,190,25,56,12,0,4,24.0,16,42.0,1.0,0.295,0.348,0.42100000000000004,0.769,0,2B
726,726,726,734,graffto01,2007,86,231,34,55,8,0,9,30.0,24,44.0,6.0,0.23800000000000002,0.307,0.39,0.6970000000000001,0,1B
727,727,727,735,grandcu01,2007,158,612,122,185,38,23,23,74.0,52,141.0,3.0,0.302,0.35600000000000004,0.552,0.9079999999999999,0,OF
728,728,728,736,greenkh01,2007,153,611,89,155,44,3,27,97.0,32,128.0,3.0,0.254,0.28600000000000003,0.46799999999999997,0.754,0,SS
729,729,729,737,greensh01,2007,130,446,62,130,30,1,10,46.0,37,62.0,4.0,0.29100000000000004,0.345,0.43,0.775,0,1B
730,730,730,738,griffke02,2007,144,528,78,146,24,1,30,93.0,85,99.0,14.0,0.27699999999999997,0.371,0.496,0.867,0,OF
731,731,731,739,grossga01,2007,93,183,28,43,12,2,7,24.0,25,37.0,2.0,0.235,0.325,0.4370000000000001,0.762,0,OF
732,732,732,740,grudzma01,2007,116,453,70,137,32,3,6,51.0,23,60.0,2.0,0.302,0.335,0.426,0.7609999999999999,0,2B
733,733,733,741,guerrvl01,2007,150,574,89,186,45,1,27,125.0,71,62.0,28.0,0.324,0.395,0.547,0.9420000000000001,1,OF
734,734,734,742,guillca01,2007,151,564,86,167,35,9,21,102.0,55,93.0,10.0,0.29600000000000004,0.354,0.502,0.856,0,1B
735,735,735,743,guilljo01,2007,153,593,84,172,28,2,23,99.0,41,118.0,2.0,0.29,0.33299999999999996,0.46,0.7929999999999999,0,OF
736,736,736,744,gutiefr01,2007,100,271,41,72,13,2,13,36.0,21,77.0,1.0,0.266,0.315,0.47200000000000003,0.787,0,OF
737,737,737,745,hafnetr01,2007,152,545,80,145,25,2,24,100.0,102,115.0,17.0,0.266,0.379,0.451,0.83,0,1B
738,738,738,746,hallbi03,2007,136,452,59,115,35,0,14,63.0,40,128.0,1.0,0.254,0.311,0.425,0.736,0,OF
739,739,739,747,hamiljo03,2007,90,298,52,87,17,2,19,47.0,33,65.0,4.0,0.292,0.36,0.5539999999999999,0.914,0,OF
740,740,740,748,hardyjj01,2007,151,592,89,164,30,1,26,80.0,40,73.0,1.0,0.27699999999999997,0.322,0.46299999999999997,0.785,0,SS
741,741,741,749,harribr01,2007,137,521,72,149,35,3,12,59.0,42,96.0,1.0,0.28600000000000003,0.33899999999999997,0.434,0.773,0,2B
742,742,742,750,harriwi01,2007,117,344,56,93,20,8,2,32.0,40,71.0,0.0,0.27,0.344,0.392,0.736,0,3B
743,743,743,751,hartco01,2007,140,505,86,149,33,9,24,81.0,36,99.0,3.0,0.295,0.33799999999999997,0.539,0.877,0,OF
744,744,744,752,hattesc01,2007,116,361,50,112,27,1,10,47.0,49,35.0,6.0,0.31,0.39,0.474,0.8640000000000001,0,1B
745,745,745,753,hawpebr01,2007,152,516,80,150,33,4,29,116.0,81,137.0,11.0,0.29100000000000004,0.384,0.539,0.9229999999999999,0,OF
746,746,746,755,helmswe01,2007,112,280,21,69,19,0,5,39.0,19,62.0,2.0,0.24600000000000002,0.29,0.368,0.6579999999999999,0,1B
747,747,747,756,heltoto01,2007,154,557,86,178,42,2,17,91.0,116,74.0,16.0,0.32,0.4320000000000001,0.494,0.9259999999999999,0,1B
748,748,748,757,hermije01,2007,123,429,54,127,32,1,18,63.0,47,105.0,2.0,0.29600000000000004,0.363,0.501,0.8640000000000001,0,OF
749,749,749,758,hernara02,2007,106,364,40,94,18,0,9,62.0,36,59.0,1.0,0.258,0.32299999999999995,0.382,0.705,0,1B
750,750,750,759,hillaa01,2007,160,608,87,177,47,2,17,78.0,41,102.0,1.0,0.29100000000000004,0.33299999999999996,0.45899999999999996,0.792,0,2B
751,751,751,760,hinsker01,2007,84,186,25,38,12,3,6,21.0,28,54.0,2.0,0.204,0.307,0.39799999999999996,0.705,0,1B
752,752,752,761,hollima01,2007,158,636,120,216,50,6,36,137.0,63,126.0,7.0,0.34,0.397,0.607,1.004,1,OF
753,753,753,762,hoppeno01,2007,121,307,51,101,14,2,0,14.0,20,33.0,1.0,0.32899999999999996,0.369,0.38799999999999996,0.757,0,OF
754,754,754,763,howarry01,2007,144,529,94,142,26,0,47,136.0,107,199.0,35.0,0.268,0.387,0.584,0.971,0,1B
755,755,755,764,hudsoor01,2007,139,517,69,152,28,9,10,63.0,70,87.0,1.0,0.294,0.374,0.441,0.815,0,2B
756,756,756,765,huffau01,2007,151,550,68,154,34,5,15,72.0,48,87.0,2.0,0.28,0.336,0.442,0.778,0,1B
757,757,757,766,hunteto01,2007,160,600,94,172,45,1,28,107.0,40,101.0,10.0,0.287,0.32899999999999996,0.505,0.8340000000000001,0,OF
758,758,758,767,ibanera01,2007,149,573,80,167,35,5,21,105.0,53,97.0,4.0,0.29100000000000004,0.348,0.48,0.828,0,OF
759,759,759,768,iguchta01,2007,90,327,45,82,17,4,6,31.0,44,65.0,1.0,0.251,0.337,0.382,0.7190000000000001,0,2B
760,760,760,769,ingebr01,2007,151,508,64,120,25,2,14,71.0,47,150.0,5.0,0.23600000000000002,0.299,0.376,0.675,0,3B
761,761,761,770,iwamuak01,2007,123,491,82,140,21,10,7,34.0,58,114.0,0.0,0.285,0.35700000000000004,0.41100000000000003,0.768,0,2B
762,762,762,771,izturma01,2007,102,336,47,97,17,2,6,51.0,33,39.0,2.0,0.289,0.349,0.405,0.754,0,2B
763,763,763,772,jacksco01,2007,130,415,56,118,29,1,15,60.0,53,50.0,2.0,0.284,0.363,0.467,0.83,0,1B
764,764,764,773,jacobmi02,2007,114,426,57,113,27,2,17,54.0,31,101.0,3.0,0.265,0.314,0.45799999999999996,0.772,0,1B
765,765,765,774,jenkige01,2007,132,420,45,107,24,2,21,64.0,32,116.0,10.0,0.255,0.305,0.47100000000000003,0.7759999999999999,0,OF
766,766,766,775,jeterde01,2007,156,639,102,206,39,4,12,73.0,56,100.0,3.0,0.322,0.376,0.452,0.828,1,SS
767,767,767,776,johjike01,2007,135,485,52,139,29,0,14,61.0,15,41.0,0.0,0.287,0.307,0.433,0.74,0,C
768,768,768,777,johnsda06,2007,117,416,53,98,20,1,18,62.0,72,77.0,4.0,0.23600000000000002,0.34600000000000003,0.418,0.764,0,1B
769,769,769,778,johnske05,2007,147,521,91,144,26,10,16,68.0,79,117.0,3.0,0.276,0.37,0.457,0.8270000000000001,0,2B
770,770,770,779,jonesan01,2007,154,572,83,127,27,2,26,94.0,70,138.0,4.0,0.222,0.303,0.413,0.716,0,OF
771,771,771,780,jonesch06,2007,134,513,108,173,42,4,29,102.0,82,75.0,10.0,0.337,0.425,0.604,1.0290000000000001,0,3B
772,772,772,781,jonesja04,2007,135,453,52,129,33,2,5,66.0,34,70.0,5.0,0.285,0.33299999999999996,0.4,0.733,0,OF
773,773,773,782,kearnau01,2007,161,587,84,156,35,1,16,74.0,71,106.0,5.0,0.266,0.34299999999999997,0.41100000000000003,0.754,0,OF
774,774,774,783,kempma01,2007,98,292,47,100,12,5,10,42.0,16,66.0,0.0,0.342,0.373,0.521,0.894,0,OF
775,775,775,784,kendaja01,2007,80,292,24,66,10,0,2,22.0,12,27.0,0.0,0.226,0.254,0.281,0.535,0,C
776,776,776,785,kendrho01,2007,88,338,55,109,24,2,5,39.0,9,61.0,2.0,0.322,0.33899999999999997,0.45,0.789,0,2B
777,777,777,786,kennead01,2007,87,279,27,61,9,1,3,18.0,22,33.0,6.0,0.21899999999999997,0.275,0.29,0.565,0,2B
778,778,778,787,kentje01,2007,136,494,78,149,36,1,20,79.0,57,61.0,4.0,0.302,0.37,0.5,0.87,0,2B
779,779,779,788,kinslia01,2007,130,483,96,127,22,2,20,61.0,62,83.0,2.0,0.263,0.344,0.441,0.785,0,2B
780,780,780,789,kleskry01,2007,116,362,51,94,27,3,6,44.0,46,68.0,2.0,0.26,0.342,0.401,0.743,0,1B
781,781,781,790,konerpa01,2007,151,549,71,142,34,0,31,90.0,78,102.0,9.0,0.259,0.348,0.49,0.838,0,1B
782,782,782,791,kotchca01,2007,137,443,64,131,37,3,11,68.0,53,43.0,1.0,0.29600000000000004,0.3670000000000001,0.467,0.8340000000000001,0,1B
783,783,783,792,kouzmke01,2007,145,484,57,133,30,2,18,74.0,32,94.0,2.0,0.275,0.316,0.457,0.773,0,3B
784,784,784,793,kubelja01,2007,128,418,49,114,31,2,13,65.0,41,79.0,2.0,0.273,0.33399999999999996,0.45,0.784,0,OF
785,785,785,794,lairdge01,2007,120,407,48,91,18,3,9,47.0,30,103.0,1.0,0.22399999999999998,0.27399999999999997,0.349,0.623,0,C
786,786,786,795,lambmi01,2007,124,311,45,90,14,2,11,40.0,36,45.0,5.0,0.289,0.361,0.45299999999999996,0.8140000000000001,0,1B
787,787,787,796,langery01,2007,103,162,24,32,6,2,6,22.0,22,63.0,1.0,0.198,0.292,0.37,0.662,0,OF
788,788,788,797,larocad01,2007,152,563,71,153,42,0,21,88.0,62,131.0,5.0,0.272,0.342,0.45799999999999996,0.8,0,1B
789,789,789,798,leeca01,2007,162,627,93,190,43,1,32,119.0,53,63.0,10.0,0.303,0.35100000000000003,0.528,0.879,1,OF
790,790,790,799,leede02,2007,150,567,91,180,43,1,22,82.0,71,114.0,8.0,0.317,0.392,0.513,0.905,0,1B
791,791,791,800,lindad01,2007,89,290,34,69,14,0,11,46.0,16,65.0,0.0,0.23800000000000002,0.276,0.4,0.6759999999999999,0,OF
792,792,792,801,lindeto01,2007,85,129,15,35,7,1,1,8.0,14,36.0,0.0,0.271,0.34299999999999997,0.364,0.7070000000000001,0,OF
793,793,793,802,loducpa01,2007,119,445,46,121,18,1,9,54.0,24,33.0,4.0,0.272,0.303,0.37799999999999995,0.6809999999999999,0,C
794,794,794,803,loftoke01,2007,84,317,62,96,16,3,7,23.0,39,28.0,1.0,0.303,0.376,0.43799999999999994,0.8140000000000001,0,OF
795,795,795,804,loganno01,2007,118,325,39,86,18,4,0,21.0,19,86.0,1.0,0.265,0.304,0.345,0.649,0,OF
796,796,796,805,loneyja01,2007,96,344,41,114,18,4,15,67.0,28,48.0,5.0,0.331,0.38,0.5379999999999999,0.9179999999999999,0,1B
797,797,797,806,lopezfe01,2007,154,603,70,148,25,6,9,50.0,53,109.0,1.0,0.245,0.304,0.35200000000000004,0.6559999999999999,0,2B
798,798,798,807,lopezjo01,2007,149,524,58,132,17,2,11,62.0,20,64.0,0.0,0.252,0.278,0.355,0.633,0,2B
799,799,799,808,loretma01,2007,133,460,52,132,23,2,4,41.0,44,41.0,0.0,0.287,0.349,0.3720000000000001,0.721,0,1B
800,800,800,809,lowelmi01,2007,154,589,79,191,37,2,21,120.0,53,71.0,4.0,0.324,0.375,0.501,0.8759999999999999,0,3B
801,801,801,810,ludwiry01,2007,120,303,42,81,22,0,14,52.0,26,72.0,1.0,0.267,0.325,0.479,0.804,0,OF
802,802,802,811,lugoju01,2007,147,570,71,135,36,2,8,73.0,48,82.0,0.0,0.237,0.294,0.349,0.643,0,SS
803,803,803,812,mackoro01,2007,85,237,34,66,11,2,6,36.0,23,53.0,1.0,0.278,0.34,0.418,0.758,0,1B
804,804,804,813,markani01,2007,161,637,97,191,43,3,23,112.0,61,112.0,5.0,0.3,0.358,0.485,0.843,0,OF
805,805,805,814,martiru01,2007,151,540,87,158,32,3,19,87.0,67,89.0,1.0,0.293,0.3670000000000001,0.469,0.836,1,C
806,806,806,815,martivi01,2007,147,562,78,169,40,0,25,114.0,62,76.0,12.0,0.301,0.364,0.505,0.8690000000000001,0,1B
807,807,807,816,matsuhi01,2007,143,547,100,156,28,4,25,103.0,73,73.0,2.0,0.285,0.363,0.488,0.851,0,OF
808,808,808,817,matsuka01,2007,104,410,84,118,24,6,4,37.0,34,69.0,1.0,0.28800000000000003,0.342,0.405,0.747,0,2B
809,809,809,818,matthga02,2007,140,516,79,130,26,3,18,72.0,55,102.0,6.0,0.252,0.321,0.419,0.74,0,OF
810,810,810,819,mauerjo01,2007,109,406,62,119,27,3,7,60.0,57,51.0,10.0,0.293,0.37799999999999995,0.426,0.804,0,C
811,811,811,820,mccanbr01,2007,139,504,51,136,38,0,18,92.0,35,74.0,7.0,0.27,0.314,0.452,0.7659999999999999,0,C
812,812,812,821,mcdonjo03,2007,123,327,32,82,20,2,1,31.0,11,48.0,0.0,0.251,0.27399999999999997,0.33299999999999996,0.607,0,3B
813,813,813,822,mclouna01,2007,137,329,62,85,21,3,13,38.0,39,77.0,2.0,0.258,0.335,0.45899999999999996,0.794,0,OF
814,814,814,823,menchke01,2007,101,288,39,77,20,3,8,37.0,16,21.0,2.0,0.267,0.303,0.441,0.7440000000000001,0,OF
815,815,815,824,meredcl01,2007,80,1,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,P
816,816,816,825,michaja01,2007,105,267,43,72,11,1,7,39.0,20,50.0,1.0,0.27,0.317,0.397,0.7140000000000001,0,OF
817,817,817,826,milesaa01,2007,133,414,55,120,16,1,2,32.0,25,40.0,1.0,0.29,0.327,0.348,0.675,0,2B
818,818,818,827,millake01,2007,140,476,63,121,26,1,17,63.0,76,94.0,2.0,0.254,0.35600000000000004,0.42,0.7759999999999999,0,1B
819,819,819,828,molinbe01,2007,134,497,38,137,19,1,19,81.0,15,53.0,2.0,0.276,0.29600000000000004,0.433,0.7290000000000001,0,C
820,820,820,829,molinya01,2007,111,353,30,97,15,0,6,40.0,34,43.0,5.0,0.275,0.335,0.368,0.703,0,1B
821,821,821,830,monrocr01,2007,99,343,47,76,19,0,11,55.0,20,94.0,0.0,0.222,0.26,0.373,0.633,0,OF
822,822,822,831,montemi01,2007,84,214,30,48,7,0,10,37.0,20,35.0,2.0,0.22399999999999998,0.28300000000000003,0.397,0.68,0,C
823,823,823,832,morame01,2007,126,467,67,128,23,1,14,58.0,47,83.0,3.0,0.27399999999999997,0.337,0.418,0.755,0,3B
824,824,824,833,morneju01,2007,157,590,84,160,31,3,31,111.0,64,91.0,11.0,0.271,0.33799999999999997,0.4920000000000001,0.83,0,1B
825,825,825,834,moylape01,2007,81,4,0,0,0,0,0,0.0,1,3.0,0.0,0.0,0.2,0.0,0.2,0,P
826,826,826,835,murtoma01,2007,94,235,35,66,13,0,8,22.0,26,39.0,0.0,0.281,0.35200000000000004,0.43799999999999994,0.79,0,OF
827,827,827,836,nadyxa01,2007,125,431,55,120,23,1,20,72.0,23,101.0,2.0,0.278,0.312,0.47600000000000003,0.7879999999999999,0,OF
828,828,828,837,navardi01,2007,119,388,46,88,19,2,9,44.0,33,67.0,3.0,0.22699999999999998,0.284,0.35600000000000004,0.64,0,C
829,829,829,838,nixontr01,2007,99,307,30,77,17,0,3,31.0,44,59.0,7.0,0.251,0.342,0.336,0.6779999999999999,0,OF
830,830,830,839,nunezab01,2007,136,252,24,59,10,1,0,16.0,30,48.0,5.0,0.23399999999999999,0.316,0.282,0.598,0,2B
831,831,831,840,olivomi01,2007,122,452,43,107,20,4,16,60.0,14,123.0,2.0,0.237,0.259,0.405,0.664,0,C
832,832,832,841,ordonma01,2007,157,595,117,216,54,0,28,139.0,76,79.0,8.0,0.363,0.4320000000000001,0.595,1.0270000000000001,1,OF
833,833,833,842,ortizda01,2007,149,549,116,182,52,1,35,117.0,111,103.0,12.0,0.332,0.442,0.621,1.063,1,1B
834,834,834,843,overbly01,2007,122,425,49,102,30,2,10,44.0,47,78.0,4.0,0.24,0.314,0.391,0.705,0,1B
835,835,835,844,owensje01,2007,93,356,44,95,9,2,1,17.0,27,63.0,0.0,0.267,0.319,0.312,0.631,0,OF
836,836,836,845,palmeor01,2007,101,103,12,24,3,0,0,6.0,16,8.0,1.0,0.233,0.336,0.262,0.598,0,OF
837,837,837,846,patteco01,2007,132,461,65,124,26,2,8,45.0,21,65.0,1.0,0.26899999999999996,0.298,0.386,0.684,0,OF
838,838,838,847,pauliro01,2007,133,457,56,120,25,0,11,55.0,33,79.0,0.0,0.263,0.311,0.389,0.7,0,C
839,839,839,848,paytoja01,2007,131,434,48,111,21,5,7,58.0,22,42.0,0.0,0.256,0.28800000000000003,0.376,0.664,0,OF
840,840,840,849,pedrodu01,2007,139,520,86,165,39,1,8,50.0,47,42.0,1.0,0.317,0.373,0.442,0.815,0,2B
841,841,841,850,penaca01,2007,148,490,99,138,29,1,46,121.0,103,142.0,10.0,0.282,0.401,0.627,1.028,1,1B
842,842,842,851,penato02,2007,152,509,58,136,25,7,2,47.0,10,78.0,0.0,0.267,0.27899999999999997,0.35600000000000004,0.635,0,2B
843,843,843,852,pencehu01,2007,108,456,57,147,30,9,17,69.0,26,95.0,0.0,0.322,0.358,0.539,0.897,0,OF
844,844,844,853,peraljh01,2007,152,574,87,155,27,1,21,72.0,61,146.0,2.0,0.27,0.336,0.43,0.7659999999999999,0,SS
845,845,845,854,phillbr01,2007,158,650,107,187,26,6,30,94.0,33,109.0,4.0,0.28800000000000003,0.32,0.485,0.805,0,2B
846,846,846,855,piazzmi01,2007,83,309,33,85,17,1,8,44.0,18,61.0,0.0,0.275,0.313,0.414,0.727,0,
847,847,847,856,piefe01,2007,87,177,26,38,9,3,2,20.0,14,43.0,0.0,0.215,0.271,0.33299999999999996,0.604,0,OF
848,848,848,857,pierrju01,2007,162,668,96,196,24,8,0,41.0,33,37.0,0.0,0.293,0.326,0.353,0.679,0,OF
849,849,849,858,pierzaj01,2007,136,472,54,124,24,0,14,50.0,25,66.0,5.0,0.263,0.298,0.40299999999999997,0.701,0,C
850,850,850,859,polanpl01,2007,142,587,105,200,36,3,9,67.0,37,30.0,3.0,0.341,0.377,0.45799999999999996,0.835,1,2B
851,851,851,860,posadjo01,2007,144,506,91,171,42,1,20,90.0,74,98.0,7.0,0.33799999999999997,0.42,0.5429999999999999,0.963,1,1B
852,852,852,861,pujolal01,2007,158,565,99,185,38,1,32,103.0,99,58.0,22.0,0.327,0.423,0.568,0.991,0,1B
853,853,853,862,puntoni01,2007,150,472,53,99,18,4,1,25.0,55,90.0,1.0,0.21,0.29100000000000004,0.271,0.562,0,2B
854,854,854,863,quentca01,2007,81,229,29,49,16,0,5,31.0,18,54.0,1.0,0.214,0.267,0.349,0.616,0,OF
