,playerID,yearID,G,AB,R,H,2B,3B,HR,RBI,BB,SO,IBB,AVG,OBP,SLG,OPS
558,reyesjo01,2006,153,647,122,194,30,17,19,81.0,53,81.0,6.0,0.3,0.353,0.487,0.84
559,riosal01,2006,128,450,68,136,33,6,17,82.0,35,89.0,1.0,0.302,0.345,0.516,0.861
560,riverju01,2006,124,448,65,139,27,0,23,85.0,33,59.0,0.0,0.31,0.353,0.525,0.878
561,roberbr01,2006,138,563,85,161,34,3,10,55.0,55,66.0,4.0,0.286,0.347,0.41,0.757
562,roberda07,2006,129,499,80,146,18,13,2,44.0,51,61.0,2.0,0.293,0.355,0.393,0.748
563,rodrial01,2006,154,572,113,166,26,1,35,121.0,90,139.0,8.0,0.29,0.384,0.523,0.907
564,rodriiv01,2006,136,547,74,164,28,4,13,69.0,26,86.0,4.0,0.3,0.33,0.437,0.767
565,rodrijo03,2006,102,183,31,55,12,3,2,19.0,21,45.0,1.0,0.301,0.365,0.432,0.797
566,rolensc01,2006,142,521,94,154,48,1,22,95.0,56,69.0,7.0,0.296,0.359,0.518,0.877
567,rolliji01,2006,158,689,127,191,45,9,25,83.0,57,80.0,2.0,0.277,0.329,0.478,0.807
568,rossco01,2006,91,250,30,53,11,1,11,37.0,22,61.0,0.0,0.212,0.274,0.396,0.67
569,rossda01,2006,90,247,37,63,15,1,21,52.0,37,75.0,7.0,0.255,0.346,0.579,0.925
570,rowanaa01,2006,109,405,59,106,24,3,12,47.0,18,76.0,2.0,0.262,0.292,0.425,0.717
571,saenzol01,2006,103,179,30,53,15,0,11,48.0,14,47.0,1.0,0.296,0.34,0.564,0.904
572,sanchfr01,2006,157,582,85,200,53,2,6,85.0,31,52.0,6.0,0.344,0.371,0.473,0.844
573,sandere02,2006,88,325,45,80,23,1,11,49.0,28,86.0,3.0,0.246,0.303,0.425,0.728
574,schnebr01,2006,124,410,30,105,18,0,4,55.0,38,67.0,10.0,0.256,0.317,0.329,0.646
575,scutama01,2006,117,365,52,97,21,6,5,41.0,50,66.0,0.0,0.266,0.35,0.397,0.747
576,sexsori01,2006,158,591,75,156,40,0,34,107.0,64,154.0,5.0,0.264,0.334,0.504,0.838
577,sheltch01,2006,115,373,50,102,16,4,16,47.0,34,107.0,1.0,0.273,0.333,0.466,0.799
578,sizemgr01,2006,162,655,134,190,53,11,28,76.0,78,153.0,8.0,0.29,0.364,0.533,0.897
579,soriaal01,2006,159,647,119,179,41,2,46,95.0,67,160.0,16.0,0.277,0.343,0.56,0.903
580,spiezsc01,2006,119,276,44,75,15,4,13,52.0,37,66.0,1.0,0.272,0.356,0.496,0.852
581,sullico01,2006,126,386,47,103,26,10,2,30.0,32,100.0,3.0,0.267,0.319,0.402,0.721
582,suzukic01,2006,161,695,110,224,20,9,9,49.0,49,71.0,16.0,0.322,0.366,0.416,0.782
583,sweenma01,2006,114,259,32,65,15,2,5,37.0,28,50.0,3.0,0.251,0.323,0.382,0.705
584,swishni01,2006,157,556,106,141,24,2,35,95.0,97,152.0,7.0,0.254,0.361,0.493,0.854
585,tagucso01,2006,134,316,46,84,19,1,2,31.0,32,48.0,1.0,0.266,0.331,0.351,0.682
586,taverwi01,2006,149,529,83,147,19,5,1,30.0,34,88.0,0.0,0.278,0.32,0.338,0.658
587,teahema01,2006,109,393,70,114,21,7,18,69.0,40,85.0,2.0,0.29,0.354,0.517,0.871
588,teixema01,2006,162,628,99,177,45,1,33,110.0,89,128.0,12.0,0.282,0.368,0.514,0.882
589,tejadmi01,2006,162,648,99,214,37,0,24,100.0,46,79.0,10.0,0.33,0.371,0.498,0.869
590,thamema01,2006,110,348,61,89,20,2,26,60.0,37,92.0,0.0,0.256,0.326,0.549,0.875
591,thomafr04,2006,137,466,77,126,11,0,39,114.0,81,81.0,3.0,0.27,0.374,0.545,0.919
592,thomeji01,2006,143,490,108,141,26,0,42,109.0,107,147.0,12.0,0.288,0.411,0.598,1.009
593,torresa01,2006,94,5,0,1,0,0,0,0.0,0,3.0,0.0,0.2,0.2,0.2,0.4
594,tracych01,2006,154,597,91,168,41,0,20,80.0,54,129.0,5.0,0.281,0.338,0.451,0.789
595,ugglada01,2006,154,611,105,172,26,7,27,90.0,48,123.0,1.0,0.282,0.33,0.48,0.81
596,uribeju01,2006,132,463,53,109,28,2,21,71.0,13,82.0,1.0,0.235,0.253,0.441,0.694
597,utleych01,2006,160,658,131,203,40,4,32,102.0,63,132.0,1.0,0.309,0.367,0.527,0.894
598,valenja01,2006,92,186,24,50,6,1,8,27.0,13,29.0,3.0,0.269,0.313,0.441,0.754
599,valenjo03,2006,137,384,56,104,24,3,18,62.0,37,71.0,5.0,0.271,0.33,0.49,0.82
600,varitja01,2006,103,365,46,87,19,2,12,55.0,46,87.0,7.0,0.238,0.322,0.4,0.722
601,victosh01,2006,153,415,70,119,19,8,6,46.0,24,54.0,0.0,0.287,0.325,0.414,0.739
602,vidrojo01,2006,126,463,52,134,26,1,7,47.0,41,48.0,3.0,0.289,0.344,0.395,0.739
603,vizquom01,2006,153,579,88,171,22,10,4,58.0,56,51.0,3.0,0.295,0.355,0.389,0.744
604,walketo04,2006,94,318,38,88,16,1,6,40.0,38,27.0,1.0,0.277,0.35,0.39,0.74
605,weeksri01,2006,95,359,73,100,15,3,8,34.0,30,92.0,1.0,0.279,0.332,0.404,0.736
606,wellsve01,2006,154,611,91,185,40,5,32,106.0,54,90.0,0.0,0.303,0.355,0.542,0.897
607,whitero02,2006,99,337,32,83,17,1,7,38.0,11,54.0,2.0,0.246,0.268,0.365,0.633
608,wiggity01,2006,122,444,55,122,25,1,24,79.0,32,97.0,3.0,0.275,0.322,0.498,0.82
609,wilkebr01,2006,95,320,56,71,15,2,15,44.0,37,116.0,1.0,0.222,0.3,0.422,0.722
610,willibe02,2006,131,420,65,118,29,0,12,61.0,33,53.0,5.0,0.281,0.329,0.436,0.765
611,willijo03,2006,142,502,62,139,28,2,26,74.0,54,109.0,2.0,0.277,0.343,0.496,0.839
612,wilsocr03,2006,85,255,38,68,11,2,13,41.0,24,88.0,2.0,0.267,0.327,0.478,0.805
613,wilsoja02,2006,142,543,70,148,27,1,8,35.0,33,65.0,0.0,0.273,0.312,0.37,0.682
614,wilsopr01,2006,102,390,40,105,22,2,9,55.0,22,94.0,2.0,0.269,0.306,0.405,0.711
615,winnra01,2006,149,573,82,150,34,5,11,56.0,48,63.0,3.0,0.262,0.317,0.396,0.713
616,woodwch01,2006,83,222,25,48,10,1,3,25.0,23,55.0,2.0,0.216,0.286,0.311,0.597
617,wrighda03,2006,154,582,96,181,40,5,26,116.0,66,113.0,13.0,0.311,0.377,0.531,0.908
618,youklke01,2006,147,569,100,159,42,2,13,72.0,91,120.0,0.0,0.279,0.373,0.429,0.802
619,youngmi02,2006,162,691,93,217,52,3,14,103.0,48,96.0,0.0,0.314,0.355,0.459,0.814
620,zaungr01,2006,99,290,39,79,19,0,12,40.0,41,42.0,3.0,0.272,0.357,0.462,0.819
621,zimmery01,2006,157,614,84,176,47,3,20,110.0,61,120.0,7.0,0.287,0.349,0.471,0.82
622,abreubo01,2007,158,605,123,171,40,5,16,101.0,84,115.0,0.0,0.283,0.366,0.445,0.811
623,aloumo01,2007,87,328,51,112,19,1,13,49.0,27,30.0,5.0,0.341,0.388,0.524,0.912
624,amezaal01,2007,133,400,46,105,14,9,2,30.0,35,52.0,0.0,0.263,0.318,0.357,0.675
625,anderga01,2007,108,417,67,124,31,1,16,80.0,27,54.0,9.0,0.297,0.336,0.492,0.828
626,atkinga01,2007,157,605,83,182,35,1,25,111.0,67,96.0,3.0,0.301,0.365,0.486,0.851
627,aurilri01,2007,99,329,40,83,19,2,5,33.0,22,45.0,1.0,0.252,0.297,0.368,0.665
628,ausmubr01,2007,117,349,38,82,16,3,3,25.0,37,74.0,3.0,0.235,0.307,0.324,0.631
629,bakerje03,2007,85,144,17,32,2,2,4,12.0,13,40.0,1.0,0.222,0.287,0.347,0.634
630,bardjo01,2007,118,389,42,111,27,2,5,51.0,50,58.0,7.0,0.285,0.364,0.404,0.768
631,barfijo02,2007,130,420,53,102,19,3,3,50.0,14,90.0,0.0,0.243,0.265,0.324,0.589
632,bartlja01,2007,140,510,75,135,20,7,5,43.0,50,73.0,3.0,0.265,0.329,0.361,0.69
633,batisto01,2007,80,101,10,26,3,0,2,16.0,12,14.0,3.0,0.257,0.33,0.347,0.677
634,bautijo02,2007,142,532,75,135,36,2,15,63.0,68,101.0,1.0,0.254,0.335,0.414,0.749
635,bayja01,2007,145,538,78,133,25,2,21,84.0,59,141.0,3.0,0.247,0.317,0.418,0.735
636,beimejo01,2007,83,1,0,0,0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
638,belliro01,2007,147,511,57,148,35,1,11,58.0,34,72.0,1.0,0.29,0.331,0.427,0.758
639,beltrad01,2007,149,595,87,164,41,2,26,99.0,38,104.0,2.0,0.276,0.317,0.482,0.799
640,beltrca01,2007,144,554,93,153,33,3,33,112.0,69,111.0,10.0,0.276,0.351,0.525,0.876
641,berkmla01,2007,153,561,95,156,24,2,34,102.0,94,125.0,11.0,0.278,0.379,0.51,0.889
642,betanyu01,2007,155,536,72,155,38,2,9,67.0,15,48.0,3.0,0.289,0.306,0.418,0.724
643,betemwi01,2007,84,156,22,36,8,0,10,26.0,32,49.0,0.0,0.231,0.356,0.474,0.83
644,biggicr01,2007,141,517,68,130,31,3,10,50.0,23,112.0,0.0,0.251,0.281,0.381,0.662
645,blakeca01,2007,156,588,81,159,36,4,18,78.0,54,123.0,2.0,0.27,0.329,0.437,0.766
646,bloomwi01,2007,91,173,28,48,3,0,2,13.0,10,35.0,0.0,0.277,0.317,0.329,0.646
647,blumge01,2007,122,330,34,83,21,1,5,33.0,32,52.0,4.0,0.252,0.315,0.367,0.682
648,bondsba01,2007,126,340,75,94,14,0,28,66.0,132,54.0,43.0,0.276,0.477,0.565,1.042
649,borchjo01,2007,85,179,20,35,9,0,4,19.0,21,60.0,3.0,0.196,0.28,0.313,0.593
650,bournmi01,2007,105,119,29,33,3,3,1,6.0,13,21.0,2.0,0.277,0.348,0.378,0.726
651,braunry02,2007,113,451,91,146,26,6,34,97.0,29,112.0,1.0,0.324,0.361,0.634,0.995
652,brousbe01,2007,99,240,27,66,10,0,7,29.0,17,50.0,2.0,0.275,0.319,0.404,0.723
653,brownem01,2007,113,366,44,94,13,1,6,62.0,24,71.0,2.0,0.257,0.298,0.347,0.645
655,brunter01,2007,80,138,16,34,5,0,0,14.0,20,27.0,1.0,0.246,0.342,0.283,0.625
656,buckjo01,2007,113,347,41,77,18,0,18,48.0,36,92.0,0.0,0.222,0.29,0.429,0.719
657,bucktr01,2007,82,285,41,82,22,5,7,34.0,39,66.0,2.0,0.288,0.369,0.474,0.843
658,burkech01,2007,111,319,39,73,19,2,6,28.0,27,52.0,1.0,0.229,0.288,0.357,0.645
659,burrepa01,2007,155,472,77,121,26,0,30,97.0,114,120.0,1.0,0.256,0.396,0.502,0.898
660,butlebi03,2007,92,329,38,96,23,2,8,52.0,27,55.0,5.0,0.292,0.344,0.447,0.791
661,byrdma01,2007,109,414,60,127,17,8,10,70.0,29,88.0,3.0,0.307,0.347,0.459,0.806
662,byrneer01,2007,160,626,103,179,30,8,21,83.0,57,98.0,5.0,0.286,0.344,0.46,0.804
663,cabreme01,2007,150,545,66,149,24,8,8,73.0,43,68.0,0.0,0.273,0.322,0.391,0.713
664,cabremi01,2007,157,588,91,188,38,2,34,119.0,79,127.0,23.0,0.32,0.396,0.565,0.961
665,cabreor01,2007,155,638,101,192,35,1,8,86.0,44,64.0,0.0,0.301,0.341,0.397,0.738
666,camermi01,2007,151,571,88,138,33,6,21,78.0,67,160.0,1.0,0.242,0.32,0.431,0.751
667,canoro01,2007,160,617,93,189,41,7,19,97.0,39,85.0,5.0,0.306,0.345,0.488,0.833
668,carroja01,2007,108,227,45,51,9,1,2,22.0,28,34.0,1.0,0.225,0.306,0.3,0.606
669,caseyse01,2007,143,453,40,134,30,1,4,54.0,39,42.0,11.0,0.296,0.35,0.393,0.743
670,castijo02,2007,87,221,18,54,18,1,0,24.0,6,48.0,2.0,0.244,0.263,0.335,0.598
671,castilu01,2007,85,349,54,106,11,3,0,18.0,29,28.0,0.0,0.304,0.356,0.352,0.708
672,catalfr01,2007,103,331,52,86,20,4,11,44.0,28,37.0,0.0,0.26,0.317,0.444,0.761
673,chaveer01,2007,90,341,43,82,21,2,15,46.0,34,76.0,2.0,0.24,0.306,0.446,0.752
674,churcry01,2007,144,470,57,128,43,1,15,70.0,49,107.0,4.0,0.272,0.339,0.464,0.803
675,clarkto02,2007,113,221,31,55,5,1,17,51.0,21,59.0,3.0,0.249,0.31,0.511,0.821
676,coninje01,2007,80,215,23,57,11,1,6,32.0,20,28.0,0.0,0.265,0.32,0.409,0.729
677,coraal01,2007,83,207,30,51,10,5,3,18.0,7,23.0,2.0,0.246,0.269,0.386,0.655
678,counscr01,2007,122,282,31,62,12,2,3,24.0,41,47.0,4.0,0.22,0.317,0.309,0.626
679,crawfca02,2007,143,584,93,184,37,9,11,80.0,32,112.0,5.0,0.315,0.35,0.466,0.816
680,crispco01,2007,145,526,85,141,28,7,6,60.0,50,84.0,1.0,0.268,0.329,0.382,0.711
681,crosbbo01,2007,93,349,40,79,16,0,8,31.0,23,62.0,1.0,0.226,0.274,0.341,0.615
682,cruzjo02,2007,91,256,37,60,12,3,6,21.0,31,65.0,1.0,0.234,0.316,0.375,0.691
683,cruzne02,2007,96,307,35,72,15,2,9,34.0,21,87.0,1.0,0.235,0.283,0.384,0.667
684,cuddymi01,2007,144,547,87,151,28,5,16,81.0,64,107.0,1.0,0.276,0.349,0.433,0.782
685,custja01,2007,124,395,61,101,18,1,26,82.0,105,164.0,2.0,0.256,0.407,0.504,0.911
686,damonjo01,2007,141,533,93,144,27,2,12,63.0,66,79.0,1.0,0.27,0.349,0.396,0.745
687,dejesda01,2007,157,605,101,157,29,9,7,58.0,64,83.0,7.0,0.26,0.328,0.372,0.7
688,delgaca01,2007,139,538,71,139,30,0,24,87.0,52,118.0,8.0,0.258,0.32,0.448,0.768
689,derosma01,2007,149,502,64,147,28,3,10,72.0,58,93.0,2.0,0.293,0.363,0.42,0.783
690,diazma02,2007,135,358,44,121,21,0,12,45.0,16,63.0,3.0,0.338,0.361,0.497,0.858
691,dobbsgr01,2007,142,324,45,88,20,4,10,55.0,29,67.0,4.0,0.272,0.328,0.451,0.779
692,doumiry01,2007,83,252,33,69,19,2,9,32.0,22,59.0,2.0,0.274,0.331,0.472,0.803
694,drewjd01,2007,140,466,84,126,30,4,11,64.0,79,100.0,10.0,0.27,0.372,0.423,0.795
695,drewst01,2007,150,543,60,129,28,4,12,60.0,60,100.0,5.0,0.238,0.309,0.37,0.679
696,duncach01,2007,127,375,51,97,20,0,21,70.0,55,123.0,3.0,0.259,0.353,0.48,0.833
697,dunnad01,2007,152,522,101,138,27,2,40,106.0,101,165.0,8.0,0.264,0.381,0.554,0.935
698,durhara01,2007,138,464,56,101,21,2,11,71.0,53,75.0,6.0,0.218,0.293,0.343,0.636
699,dyeje01,2007,138,508,68,129,34,0,28,78.0,45,107.0,2.0,0.254,0.312,0.486,0.798
700,eckstda01,2007,117,434,58,134,23,0,3,31.0,24,22.0,0.0,0.309,0.34,0.382,0.722
701,edmonji01,2007,117,365,39,92,15,2,12,53.0,41,75.0,2.0,0.252,0.325,0.403,0.728
702,ellisma01,2007,150,583,84,161,33,3,19,76.0,44,94.0,1.0,0.276,0.325,0.441,0.766
703,encared01,2007,139,502,66,145,25,1,16,76.0,39,86.0,4.0,0.289,0.339,0.438,0.777
704,ensbemo01,2007,85,224,36,52,10,0,8,31.0,31,48.0,0.0,0.232,0.323,0.384,0.707
705,erstada01,2007,87,310,33,77,13,1,4,32.0,28,44.0,0.0,0.248,0.31,0.335,0.645
706,escobyu01,2007,94,319,54,104,25,0,5,28.0,27,44.0,1.0,0.326,0.376,0.451,0.827
707,estrajo01,2007,120,442,40,123,25,0,10,54.0,12,43.0,3.0,0.278,0.293,0.403,0.696
708,ethiean01,2007,153,447,50,127,32,2,13,64.0,46,68.0,12.0,0.284,0.345,0.452,0.797
709,felizpe01,2007,150,557,61,141,28,2,20,72.0,29,70.0,2.0,0.253,0.289,0.418,0.707
710,fickro01,2007,118,197,24,46,6,1,2,16.0,19,42.0,1.0,0.234,0.3,0.305,0.605
711,fieldjo02,2007,100,373,54,91,17,1,23,67.0,35,125.0,0.0,0.244,0.307,0.48,0.787
712,fieldpr01,2007,158,573,109,165,35,2,50,119.0,90,121.0,21.0,0.288,0.382,0.618,1.0
713,figgich01,2007,115,442,81,146,24,6,3,58.0,51,81.0,0.0,0.33,0.393,0.432,0.825
714,floydcl01,2007,108,282,40,80,10,1,9,45.0,35,47.0,5.0,0.284,0.363,0.422,0.785
715,fontemi01,2007,86,234,32,65,12,4,3,29.0,22,43.0,0.0,0.278,0.336,0.402,0.738
716,francje02,2007,162,642,84,188,40,0,19,105.0,42,129.0,5.0,0.293,0.333,0.444,0.777
717,frandke01,2007,109,264,26,71,12,1,5,31.0,21,24.0,3.0,0.269,0.319,0.379,0.698
718,furcara01,2007,138,581,87,157,23,4,6,47.0,55,68.0,3.0,0.27,0.332,0.355,0.687
719,garcino01,2007,121,431,39,122,17,0,7,59.0,31,41.0,5.0,0.283,0.328,0.371,0.699
720,garkory01,2007,138,484,62,140,29,1,21,61.0,34,94.0,1.0,0.289,0.334,0.483,0.817
721,germaes01,2007,121,348,49,92,15,6,4,37.0,43,60.0,0.0,0.264,0.343,0.376,0.719
722,giambja01,2007,83,254,31,60,8,0,14,39.0,40,66.0,2.0,0.236,0.339,0.433,0.772
723,gibboja01,2007,84,270,28,62,14,0,6,28.0,15,52.0,1.0,0.23,0.267,0.348,0.615
724,gilesbr02,2007,121,483,72,131,27,2,13,51.0,64,61.0,5.0,0.271,0.356,0.416,0.772
725,gilesma01,2007,116,420,52,96,19,3,4,39.0,44,82.0,0.0,0.229,0.3,0.317,0.617
726,glaustr01,2007,115,385,60,101,19,1,20,62.0,61,102.0,2.0,0.262,0.359,0.473,0.832
727,gloadro01,2007,102,320,37,92,22,3,7,51.0,16,39.0,2.0,0.287,0.314,0.441,0.755
728,gomesjo01,2007,107,348,48,85,20,2,17,49.0,35,126.0,1.0,0.244,0.31,0.46,0.77
729,gonzaad01,2007,161,646,101,182,46,3,30,100.0,65,140.0,9.0,0.282,0.344,0.502,0.846
730,gonzaal02,2007,110,393,55,107,27,1,16,55.0,24,75.0,1.0,0.272,0.312,0.468,0.78
731,gonzalu01,2007,139,464,70,129,23,2,15,68.0,56,56.0,4.0,0.278,0.354,0.433,0.787
732,gordoal01,2007,151,543,60,134,36,4,15,60.0,41,137.0,4.0,0.247,0.299,0.411,0.71
733,gotayru01,2007,98,190,25,56,12,0,4,24.0,16,42.0,1.0,0.295,0.348,0.421,0.769
734,graffto01,2007,86,231,34,55,8,0,9,30.0,24,44.0,6.0,0.238,0.307,0.39,0.697
735,grandcu01,2007,158,612,122,185,38,23,23,74.0,52,141.0,3.0,0.302,0.356,0.552,0.908
736,greenkh01,2007,153,611,89,155,44,3,27,97.0,32,128.0,3.0,0.254,0.286,0.468,0.754
737,greensh01,2007,130,446,62,130,30,1,10,46.0,37,62.0,4.0,0.291,0.345,0.43,0.775
738,griffke02,2007,144,528,78,146,24,1,30,93.0,85,99.0,14.0,0.277,0.371,0.496,0.867
739,grossga01,2007,93,183,28,43,12,2,7,24.0,25,37.0,2.0,0.235,0.325,0.437,0.762
740,grudzma01,2007,116,453,70,137,32,3,6,51.0,23,60.0,2.0,0.302,0.335,0.426,0.761
741,guerrvl01,2007,150,574,89,186,45,1,27,125.0,71,62.0,28.0,0.324,0.395,0.547,0.942
742,guillca01,2007,151,564,86,167,35,9,21,102.0,55,93.0,10.0,0.296,0.354,0.502,0.856
743,guilljo01,2007,153,593,84,172,28,2,23,99.0,41,118.0,2.0,0.29,0.333,0.46,0.793
744,gutiefr01,2007,100,271,41,72,13,2,13,36.0,21,77.0,1.0,0.266,0.315,0.472,0.787
745,hafnetr01,2007,152,545,80,145,25,2,24,100.0,102,115.0,17.0,0.266,0.379,0.451,0.83
746,hallbi03,2007,136,452,59,115,35,0,14,63.0,40,128.0,1.0,0.254,0.311,0.425,0.736
747,hamiljo03,2007,90,298,52,87,17,2,19,47.0,33,65.0,4.0,0.292,0.36,0.554,0.914
748,hardyjj01,2007,151,592,89,164,30,1,26,80.0,40,73.0,1.0,0.277,0.322,0.463,0.785
749,harribr01,2007,137,521,72,149,35,3,12,59.0,42,96.0,1.0,0.286,0.339,0.434,0.773
750,harriwi01,2007,117,344,56,93,20,8,2,32.0,40,71.0,0.0,0.27,0.344,0.392,0.736
751,hartco01,2007,140,505,86,149,33,9,24,81.0,36,99.0,3.0,0.295,0.338,0.539,0.877
752,hattesc01,2007,116,361,50,112,27,1,10,47.0,49,35.0,6.0,0.31,0.39,0.474,0.864
753,hawpebr01,2007,152,516,80,150,33,4,29,116.0,81,137.0,11.0,0.291,0.384,0.539,0.923
755,helmswe01,2007,112,280,21,69,19,0,5,39.0,19,62.0,2.0,0.246,0.29,0.368,0.658
756,heltoto01,2007,154,557,86,178,42,2,17,91.0,116,74.0,16.0,0.32,0.432,0.494,0.926
757,hermije01,2007,123,429,54,127,32,1,18,63.0,47,105.0,2.0,0.296,0.363,0.501,0.864
758,hernara02,2007,106,364,40,94,18,0,9,62.0,36,59.0,1.0,0.258,0.323,0.382,0.705
759,hillaa01,2007,160,608,87,177,47,2,17,78.0,41,102.0,1.0,0.291,0.333,0.459,0.792
760,hinsker01,2007,84,186,25,38,12,3,6,21.0,28,54.0,2.0,0.204,0.307,0.398,0.705
761,hollima01,2007,158,636,120,216,50,6,36,137.0,63,126.0,7.0,0.34,0.397,0.607,1.004
762,hoppeno01,2007,121,307,51,101,14,2,0,14.0,20,33.0,1.0,0.329,0.369,0.388,0.757
763,howarry01,2007,144,529,94,142,26,0,47,136.0,107,199.0,35.0,0.268,0.387,0.584,0.971
764,hudsoor01,2007,139,517,69,152,28,9,10,63.0,70,87.0,1.0,0.294,0.374,0.441,0.815
765,huffau01,2007,151,550,68,154,34,5,15,72.0,48,87.0,2.0,0.28,0.336,0.442,0.778
766,hunteto01,2007,160,600,94,172,45,1,28,107.0,40,101.0,10.0,0.287,0.329,0.505,0.834
767,ibanera01,2007,149,573,80,167,35,5,21,105.0,53,97.0,4.0,0.291,0.348,0.48,0.828
768,iguchta01,2007,90,327,45,82,17,4,6,31.0,44,65.0,1.0,0.251,0.337,0.382,0.719
769,ingebr01,2007,151,508,64,120,25,2,14,71.0,47,150.0,5.0,0.236,0.299,0.376,0.675
770,iwamuak01,2007,123,491,82,140,21,10,7,34.0,58,114.0,0.0,0.285,0.357,0.411,0.768
771,izturma01,2007,102,336,47,97,17,2,6,51.0,33,39.0,2.0,0.289,0.349,0.405,0.754
772,jacksco01,2007,130,415,56,118,29,1,15,60.0,53,50.0,2.0,0.284,0.363,0.467,0.83
773,jacobmi02,2007,114,426,57,113,27,2,17,54.0,31,101.0,3.0,0.265,0.314,0.458,0.772
774,jenkige01,2007,132,420,45,107,24,2,21,64.0,32,116.0,10.0,0.255,0.305,0.471,0.776
775,jeterde01,2007,156,639,102,206,39,4,12,73.0,56,100.0,3.0,0.322,0.376,0.452,0.828
776,johjike01,2007,135,485,52,139,29,0,14,61.0,15,41.0,0.0,0.287,0.307,0.433,0.74
777,johnsda06,2007,117,416,53,98,20,1,18,62.0,72,77.0,4.0,0.236,0.346,0.418,0.764
778,johnske05,2007,147,521,91,144,26,10,16,68.0,79,117.0,3.0,0.276,0.37,0.457,0.827
779,jonesan01,2007,154,572,83,127,27,2,26,94.0,70,138.0,4.0,0.222,0.303,0.413,0.716
780,jonesch06,2007,134,513,108,173,42,4,29,102.0,82,75.0,10.0,0.337,0.425,0.604,1.029
781,jonesja04,2007,135,453,52,129,33,2,5,66.0,34,70.0,5.0,0.285,0.333,0.4,0.733
782,kearnau01,2007,161,587,84,156,35,1,16,74.0,71,106.0,5.0,0.266,0.343,0.411,0.754
783,kempma01,2007,98,292,47,100,12,5,10,42.0,16,66.0,0.0,0.342,0.373,0.521,0.894
784,kendaja01,2007,80,292,24,66,10,0,2,22.0,12,27.0,0.0,0.226,0.254,0.281,0.535
785,kendrho01,2007,88,338,55,109,24,2,5,39.0,9,61.0,2.0,0.322,0.339,0.45,0.789
786,kennead01,2007,87,279,27,61,9,1,3,18.0,22,33.0,6.0,0.219,0.275,0.29,0.565
787,kentje01,2007,136,494,78,149,36,1,20,79.0,57,61.0,4.0,0.302,0.37,0.5,0.87
788,kinslia01,2007,130,483,96,127,22,2,20,61.0,62,83.0,2.0,0.263,0.344,0.441,0.785
789,kleskry01,2007,116,362,51,94,27,3,6,44.0,46,68.0,2.0,0.26,0.342,0.401,0.743
790,konerpa01,2007,151,549,71,142,34,0,31,90.0,78,102.0,9.0,0.259,0.348,0.49,0.838
791,kotchca01,2007,137,443,64,131,37,3,11,68.0,53,43.0,1.0,0.296,0.367,0.467,0.834
792,kouzmke01,2007,145,484,57,133,30,2,18,74.0,32,94.0,2.0,0.275,0.316,0.457,0.773
793,kubelja01,2007,128,418,49,114,31,2,13,65.0,41,79.0,2.0,0.273,0.334,0.45,0.784
794,lairdge01,2007,120,407,48,91,18,3,9,47.0,30,103.0,1.0,0.224,0.274,0.349,0.623
795,lambmi01,2007,124,311,45,90,14,2,11,40.0,36,45.0,5.0,0.289,0.361,0.453,0.814
796,langery01,2007,103,162,24,32,6,2,6,22.0,22,63.0,1.0,0.198,0.292,0.37,0.662
797,larocad01,2007,152,563,71,153,42,0,21,88.0,62,131.0,5.0,0.272,0.342,0.458,0.8
798,leeca01,2007,162,627,93,190,43,1,32,119.0,53,63.0,10.0,0.303,0.351,0.528,0.879
799,leede02,2007,150,567,91,180,43,1,22,82.0,71,114.0,8.0,0.317,0.392,0.513,0.905
800,lindad01,2007,89,290,34,69,14,0,11,46.0,16,65.0,0.0,0.238,0.276,0.4,0.676
801,lindeto01,2007,85,129,15,35,7,1,1,8.0,14,36.0,0.0,0.271,0.343,0.364,0.707
802,loducpa01,2007,119,445,46,121,18,1,9,54.0,24,33.0,4.0,0.272,0.303,0.378,0.681
803,loftoke01,2007,84,317,62,96,16,3,7,23.0,39,28.0,1.0,0.303,0.376,0.438,0.814
804,loganno01,2007,118,325,39,86,18,4,0,21.0,19,86.0,1.0,0.265,0.304,0.345,0.649
805,loneyja01,2007,96,344,41,114,18,4,15,67.0,28,48.0,5.0,0.331,0.38,0.538,0.918
806,lopezfe01,2007,154,603,70,148,25,6,9,50.0,53,109.0,1.0,0.245,0.304,0.352,0.656
807,lopezjo01,2007,149,524,58,132,17,2,11,62.0,20,64.0,0.0,0.252,0.278,0.355,0.633
808,loretma01,2007,133,460,52,132,23,2,4,41.0,44,41.0,0.0,0.287,0.349,0.372,0.721
809,lowelmi01,2007,154,589,79,191,37,2,21,120.0,53,71.0,4.0,0.324,0.375,0.501,0.876
810,ludwiry01,2007,120,303,42,81,22,0,14,52.0,26,72.0,1.0,0.267,0.325,0.479,0.804
811,lugoju01,2007,147,570,71,135,36,2,8,73.0,48,82.0,0.0,0.237,0.294,0.349,0.643
812,mackoro01,2007,85,237,34,66,11,2,6,36.0,23,53.0,1.0,0.278,0.34,0.418,0.758
813,markani01,2007,161,637,97,191,43,3,23,112.0,61,112.0,5.0,0.3,0.358,0.485,0.843
814,martiru01,2007,151,540,87,158,32,3,19,87.0,67,89.0,1.0,0.293,0.367,0.469,0.836
815,martivi01,2007,147,562,78,169,40,0,25,114.0,62,76.0,12.0,0.301,0.364,0.505,0.869
